sample	chrom	start	end	maxP	lowP	highP	width	status
1	HanXRQChr03	61000000	62000000	1	0.97	1	0.03	P2
1	HanXRQChr03	62000000	63000000	1	0.96	1	0.04	P2
1	HanXRQChr03	64000000	65000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	65000000	66000000	1	0.91	1	0.09	P2
1	HanXRQChr03	66000000	67000000	0.98	0.92	1	0.08	P2
1	HanXRQChr03	67000000	68000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	68000000	69000000	0.98	0.89	1	0.11	P2
1	HanXRQChr03	69000000	70000000	0.98	0.91	1	0.09	P2
1	HanXRQChr03	70000000	71000000	1	0.9	1	0.1	P2
1	HanXRQChr03	71000000	72000000	1	0.96	1	0.04	P2
1	HanXRQChr03	72000000	73000000	0.95	0.88	1	0.12	P2
1	HanXRQChr03	73000000	74000000	1	0.97	1	0.03	P2
1	HanXRQChr03	74000000	75000000	0.96	0.89	1	0.11	P2
1	HanXRQChr03	75000000	76000000	1	0.92	1	0.08	P2
1	HanXRQChr03	76000000	77000000	1	0.99	1	0.01	P2
1	HanXRQChr03	77000000	78000000	1	0.91	1	0.09	P2
1	HanXRQChr03	78000000	79000000	1	0.92	1	0.08	P2
1	HanXRQChr03	79000000	80000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	80000000	81000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	81000000	82000000	1	0.93	1	0.07	P2
1	HanXRQChr03	82000000	83000000	1	0.97	1	0.03	P2
1	HanXRQChr03	83000000	84000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	84000000	85000000	1	0.97	1	0.03	P2
1	HanXRQChr03	85000000	86000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	86000000	87000000	1	0.89	1	0.11	P2
1	HanXRQChr03	87000000	88000000	1	0.98	1	0.02	P2
1	HanXRQChr03	88000000	89000000	0.76	0.51	0.98	0.47	P2
1	HanXRQChr03	89000000	90000000	0.96	0.89	1	0.11	P2
1	HanXRQChr03	90000000	91000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	91000000	92000000	1	0.96	1	0.04	P2
1	HanXRQChr03	92000000	93000000	1	0.95	1	0.05	P2
1	HanXRQChr03	93000000	94000000	0.86	0.71	0.98	0.27	P2
1	HanXRQChr03	94000000	95000000	0.98	0.82	1	0.18	P2
1	HanXRQChr03	95000000	96000000	1	0.87	1	0.13	P2
1	HanXRQChr03	96000000	97000000	0.98	0.92	1	0.08	P2
1	HanXRQChr03	97000000	98000000	1	0.99	1	0.01	P2
1	HanXRQChr03	98000000	99000000	1	0.97	1	0.03	P2
1	HanXRQChr03	99000000	100000000	1	0.98	1	0.02	P2
1	HanXRQChr03	100000000	101000000	1	0.97	1	0.03	P2
1	HanXRQChr03	101000000	102000000	1	0.89	1	0.11	P2
1	HanXRQChr03	102000000	103000000	1	0.97	1	0.03	P2
1	HanXRQChr03	103000000	104000000	0.96	0.77	1	0.23	P2
1	HanXRQChr03	104000000	105000000	1	0.97	1	0.03	P2
1	HanXRQChr03	105000000	106000000	0.98	0.95	1	0.05	P2
1	HanXRQChr03	106000000	107000000	1	0.96	1	0.04	P2
1	HanXRQChr03	107000000	108000000	1	0.96	1	0.04	P2
1	HanXRQChr03	108000000	109000000	1	0.77	1	0.23	P2
1	HanXRQChr03	109000000	110000000	0.97	0.92	1	0.08	P2
1	HanXRQChr03	110000000	111000000	1	0.98	1	0.02	P2
1	HanXRQChr03	111000000	112000000	1	0.99	1	0.01	P2
1	HanXRQChr03	112000000	113000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	113000000	114000000	1	0.98	1	0.02	P2
1	HanXRQChr03	114000000	115000000	1	0.97	1	0.03	P2
1	HanXRQChr03	115000000	116000000	1	0.98	1	0.02	P2
1	HanXRQChr03	116000000	117000000	1	0.91	1	0.09	P2
1	HanXRQChr03	117000000	118000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	118000000	119000000	1	1	1	0	P2
1	HanXRQChr03	119000000	120000000	1	0.97	1	0.03	P2
1	HanXRQChr03	120000000	121000000	1	0.97	1	0.03	P2
1	HanXRQChr03	121000000	122000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	122000000	123000000	1	0.96	1	0.04	P2
1	HanXRQChr03	123000000	124000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	124000000	125000000	0.52	0.47	0.57	0.1	admixed
1	HanXRQChr03	125000000	126000000	0.75	0.67	0.82	0.15	P2
1	HanXRQChr03	126000000	127000000	0	0	0.01	0.01	P1
1	HanXRQChr03	127000000	128000000	0.72	0.67	0.78	0.11	P2
1	HanXRQChr03	128000000	129000000	0.22	0.18	0.27	0.09	P1
1	HanXRQChr03	129000000	130000000	0.36	0.32	0.41	0.09	P1
1	HanXRQChr03	130000000	131000000	0.5	0.43	0.56	0.13	admixed
1	HanXRQChr03	131000000	132000000	0.93	0.83	1	0.17	P2
1	HanXRQChr03	132000000	133000000	0.97	0.91	1	0.09	P2
1	HanXRQChr03	133000000	134000000	0.99	0.95	1	0.05	P2
1	HanXRQChr03	134000000	135000000	0.41	0.35	0.46	0.11	P1
1	HanXRQChr03	135000000	136000000	0	0	0.01	0.01	P1
1	HanXRQChr03	136000000	137000000	0.27	0.21	0.34	0.13	P1
1	HanXRQChr03	137000000	138000000	0.98	0.95	1	0.05	P2
1	HanXRQChr03	138000000	139000000	0.97	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	139000000	140000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	140000000	141000000	0.97	0.92	1	0.08	P2
1	HanXRQChr03	141000000	142000000	0.98	0.93	1	0.07	P2
1	HanXRQChr03	142000000	143000000	1	0.98	1	0.02	P2
1	HanXRQChr03	143000000	144000000	1	0.97	1	0.03	P2
1	HanXRQChr03	144000000	145000000	0.98	0.95	0.99	0.04	P2
1	HanXRQChr03	145000000	146000000	1	0.99	1	0.01	P2
1	HanXRQChr03	146000000	147000000	0.99	0.96	1	0.04	P2
1	HanXRQChr03	147000000	148000000	1	0.97	1	0.03	P2
1	HanXRQChr03	148000000	149000000	0.96	0.93	0.98	0.0499999999999999	P2
1	HanXRQChr03	149000000	150000000	0.96	0.85	1	0.15	P2
1	HanXRQChr03	150000000	151000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr03	151000000	152000000	0.4	0.35	0.45	0.1	P1
1	HanXRQChr03	152000000	153000000	0	0	0.01	0.01	P1
1	HanXRQChr03	153000000	154000000	1	0.93	1	0.07	P2
1	HanXRQChr03	154000000	155000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr03	155000000	156000000	1	0.98	1	0.02	P2
1	HanXRQChr03	156000000	157000000	0.86	0.81	0.9	0.09	P2
1	HanXRQChr03	157000000	158000000	0.6	0.56	0.64	0.08	P2
1	HanXRQChr03	158000000	159000000	0.75	0.68	0.81	0.13	P2
1	HanXRQChr03	159000000	160000000	0	0	0.01	0.01	P1
1	HanXRQChr03	160000000	161000000	0	0	0.02	0.02	P1
1	HanXRQChr03	161000000	162000000	0.55	0.49	0.61	0.12	admixed
1	HanXRQChr03	162000000	163000000	0.21	0.17	0.26	0.09	P1
1	HanXRQChr03	163000000	164000000	0.39	0.34	0.43	0.09	P1
1	HanXRQChr03	164000000	165000000	0.34	0.29	0.4	0.11	P1
1	HanXRQChr03	165000000	166000000	0.5	0.44	0.56	0.12	admixed
1	HanXRQChr03	166000000	167000000	0.88	0.82	0.93	0.11	P2
1	HanXRQChr03	167000000	168000000	0.95	0.91	0.98	0.07	P2
1	HanXRQChr03	168000000	169000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	0	1000000	0.93	0.87	0.98	0.11	P2
1	HanXRQChr04	1000000	2000000	0.31	0.24	0.38	0.14	P1
1	HanXRQChr04	2000000	3000000	0.88	0.76	0.96	0.2	P2
1	HanXRQChr04	3000000	4000000	1	0.96	1	0.04	P2
1	HanXRQChr04	4000000	5000000	0.98	0.95	1	0.05	P2
1	HanXRQChr04	5000000	6000000	0.94	0.88	0.98	0.1	P2
1	HanXRQChr04	6000000	7000000	0.97	0.88	1	0.12	P2
1	HanXRQChr04	7000000	8000000	1	0.98	1	0.02	P2
1	HanXRQChr04	8000000	9000000	0.22	0.16	0.29	0.13	P1
1	HanXRQChr04	9000000	10000000	0.95	0.9	0.99	0.09	P2
1	HanXRQChr04	10000000	11000000	0.96	0.88	1	0.12	P2
1	HanXRQChr04	11000000	12000000	0.52	0.4	0.63	0.23	admixed
1	HanXRQChr04	12000000	13000000	1	0.96	1	0.04	P2
1	HanXRQChr04	13000000	14000000	0.84	0.64	0.99	0.35	P2
1	HanXRQChr04	14000000	15000000	1	0.96	1	0.04	P2
1	HanXRQChr04	15000000	16000000	0.95	0.88	1	0.12	P2
1	HanXRQChr04	16000000	17000000	0.99	0.91	1	0.09	P2
1	HanXRQChr04	17000000	18000000	0.95	0.84	1	0.16	P2
1	HanXRQChr04	18000000	19000000	0.96	0.87	1	0.13	P2
1	HanXRQChr04	19000000	20000000	1	0.96	1	0.04	P2
1	HanXRQChr04	20000000	21000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	21000000	22000000	0.93	0.88	0.98	0.1	P2
1	HanXRQChr04	22000000	23000000	0.95	0.85	1	0.15	P2
1	HanXRQChr04	23000000	24000000	0.91	0.83	0.97	0.14	P2
1	HanXRQChr04	24000000	25000000	0.38	0.3	0.45	0.15	P1
1	HanXRQChr04	25000000	26000000	1	0.96	1	0.04	P2
1	HanXRQChr04	26000000	27000000	0.96	0.91	1	0.09	P2
1	HanXRQChr04	27000000	28000000	1	0.96	1	0.04	P2
1	HanXRQChr04	28000000	29000000	1	0.88	1	0.12	P2
1	HanXRQChr04	29000000	30000000	1	0.98	1	0.02	P2
1	HanXRQChr04	30000000	31000000	0.91	0.83	0.97	0.14	P2
1	HanXRQChr04	31000000	32000000	1	0.93	1	0.07	P2
1	HanXRQChr04	32000000	33000000	0.96	0.88	1	0.12	P2
1	HanXRQChr04	33000000	34000000	1	0.96	1	0.04	P2
1	HanXRQChr04	34000000	35000000	0.96	0.85	1	0.15	P2
1	HanXRQChr04	35000000	36000000	1	0.95	1	0.05	P2
1	HanXRQChr04	36000000	37000000	0.89	0.8	0.96	0.16	P2
1	HanXRQChr04	37000000	38000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	38000000	39000000	0.93	0.86	0.98	0.12	P2
1	HanXRQChr04	39000000	40000000	0.96	0.88	0.99	0.11	P2
1	HanXRQChr04	40000000	41000000	0.99	0.95	1	0.05	P2
1	HanXRQChr04	41000000	42000000	0.97	0.89	1	0.11	P2
1	HanXRQChr04	42000000	43000000	0.97	0.88	1	0.12	P2
1	HanXRQChr04	43000000	44000000	1	0.96	1	0.04	P2
1	HanXRQChr04	44000000	45000000	1	0.91	1	0.09	P2
1	HanXRQChr04	45000000	46000000	0.93	0.86	0.98	0.12	P2
1	HanXRQChr04	46000000	47000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	47000000	48000000	0.99	0.97	1	0.03	P2
1	HanXRQChr04	48000000	49000000	0.98	0.9	1	0.1	P2
1	HanXRQChr04	49000000	50000000	0.98	0.91	1	0.09	P2
1	HanXRQChr04	50000000	51000000	0.94	0.84	1	0.16	P2
1	HanXRQChr04	51000000	52000000	1	0.93	1	0.07	P2
1	HanXRQChr04	53000000	54000000	1	0.81	1	0.19	P2
1	HanXRQChr04	54000000	55000000	0.97	0.84	1	0.16	P2
1	HanXRQChr04	55000000	56000000	0.99	0.92	1	0.08	P2
1	HanXRQChr04	56000000	57000000	0.99	0.82	1	0.18	P2
1	HanXRQChr04	57000000	58000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	58000000	59000000	0.97	0.93	0.99	0.0599999999999999	P2
1	HanXRQChr04	59000000	60000000	1	0.96	1	0.04	P2
1	HanXRQChr04	60000000	61000000	0.97	0.92	0.99	0.07	P2
1	HanXRQChr04	61000000	62000000	0.99	0.92	1	0.08	P2
1	HanXRQChr04	62000000	63000000	1	0.99	1	0.01	P2
1	HanXRQChr04	63000000	64000000	0.98	0.95	0.99	0.04	P2
1	HanXRQChr04	64000000	65000000	1	0.97	1	0.03	P2
1	HanXRQChr04	65000000	66000000	1	0.89	1	0.11	P2
1	HanXRQChr04	66000000	67000000	0.96	0.86	1	0.14	P2
1	HanXRQChr04	67000000	68000000	0.97	0.92	1	0.08	P2
1	HanXRQChr04	68000000	69000000	1	0.93	1	0.07	P2
1	HanXRQChr04	69000000	70000000	1	0.87	1	0.13	P2
1	HanXRQChr04	70000000	71000000	0.96	0.92	0.98	0.0599999999999999	P2
1	HanXRQChr04	71000000	72000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr04	72000000	73000000	0.99	0.95	1	0.05	P2
1	HanXRQChr04	73000000	74000000	1	0.96	1	0.04	P2
1	HanXRQChr04	74000000	75000000	1	0.95	1	0.05	P2
1	HanXRQChr04	75000000	76000000	1	0.97	1	0.03	P2
1	HanXRQChr04	76000000	77000000	0.93	0.89	0.97	0.08	P2
1	HanXRQChr04	77000000	78000000	1	0.97	1	0.03	P2
1	HanXRQChr04	78000000	79000000	1	0.92	1	0.08	P2
1	HanXRQChr04	79000000	80000000	0.97	0.81	1	0.19	P2
1	HanXRQChr04	80000000	81000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	81000000	82000000	0.96	0.9	1	0.1	P2
1	HanXRQChr04	82000000	83000000	0.97	0.91	1	0.09	P2
1	HanXRQChr04	83000000	84000000	1	0.96	1	0.04	P2
1	HanXRQChr04	84000000	85000000	1	0.98	1	0.02	P2
1	HanXRQChr04	85000000	86000000	0.99	0.95	1	0.05	P2
1	HanXRQChr04	86000000	87000000	1	0.89	1	0.11	P2
1	HanXRQChr04	87000000	88000000	1	0.98	1	0.02	P2
1	HanXRQChr04	88000000	89000000	0.97	0.93	0.99	0.0599999999999999	P2
1	HanXRQChr04	89000000	90000000	0.96	0.92	0.99	0.07	P2
1	HanXRQChr04	90000000	91000000	1	0.97	1	0.03	P2
1	HanXRQChr04	91000000	92000000	1	0.96	1	0.04	P2
1	HanXRQChr04	92000000	93000000	1	0.97	1	0.03	P2
1	HanXRQChr04	93000000	94000000	1	0.91	1	0.09	P2
1	HanXRQChr04	94000000	95000000	1	0.92	1	0.08	P2
1	HanXRQChr04	95000000	96000000	0.93	0.86	0.98	0.12	P2
1	HanXRQChr04	96000000	97000000	1	0.93	1	0.07	P2
1	HanXRQChr04	97000000	98000000	0.94	0.89	0.98	0.09	P2
1	HanXRQChr04	98000000	99000000	1	0.95	1	0.05	P2
1	HanXRQChr04	99000000	100000000	0.94	0.84	0.99	0.15	P2
1	HanXRQChr04	100000000	101000000	0.95	0.83	1	0.17	P2
1	HanXRQChr04	101000000	102000000	0.94	0.86	0.98	0.12	P2
1	HanXRQChr04	102000000	103000000	0.93	0.83	0.99	0.16	P2
1	HanXRQChr04	103000000	104000000	1	0.96	1	0.04	P2
1	HanXRQChr04	104000000	105000000	0.97	0.88	1	0.12	P2
1	HanXRQChr04	105000000	106000000	0.96	0.89	0.99	0.1	P2
1	HanXRQChr04	106000000	107000000	1	0.97	1	0.03	P2
1	HanXRQChr04	107000000	108000000	0.99	0.96	1	0.04	P2
1	HanXRQChr04	108000000	109000000	1	0.93	1	0.07	P2
1	HanXRQChr04	109000000	110000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr04	110000000	111000000	0.85	0.41	1	0.59	admixed
1	HanXRQChr04	111000000	112000000	0.96	0.89	1	0.11	P2
1	HanXRQChr04	112000000	113000000	1	0.98	1	0.02	P2
1	HanXRQChr04	113000000	114000000	0.98	0.93	1	0.07	P2
1	HanXRQChr04	114000000	115000000	1	0.97	1	0.03	P2
1	HanXRQChr04	115000000	116000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	116000000	117000000	0.97	0.9	1	0.1	P2
1	HanXRQChr04	117000000	118000000	0.99	0.96	1	0.04	P2
1	HanXRQChr04	118000000	119000000	0.99	0.95	1	0.05	P2
1	HanXRQChr04	119000000	120000000	1	0.96	1	0.04	P2
1	HanXRQChr04	120000000	121000000	1	0.96	1	0.04	P2
1	HanXRQChr04	121000000	122000000	1	0.95	1	0.05	P2
1	HanXRQChr04	122000000	123000000	1	0.98	1	0.02	P2
1	HanXRQChr04	123000000	124000000	1	0.98	1	0.02	P2
1	HanXRQChr04	124000000	125000000	0.98	0.95	1	0.05	P2
1	HanXRQChr04	125000000	126000000	1	0.96	1	0.04	P2
1	HanXRQChr04	126000000	127000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	127000000	128000000	1	0.97	1	0.03	P2
1	HanXRQChr04	128000000	129000000	1	0.96	1	0.04	P2
1	HanXRQChr04	129000000	130000000	0.93	0.86	0.97	0.11	P2
1	HanXRQChr04	130000000	131000000	0.96	0.9	1	0.1	P2
1	HanXRQChr04	131000000	132000000	0.99	0.93	1	0.07	P2
1	HanXRQChr04	132000000	133000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	133000000	134000000	0	0	0.01	0.01	P1
1	HanXRQChr04	134000000	135000000	0	0	0.02	0.02	P1
1	HanXRQChr04	135000000	136000000	0	0	0.01	0.01	P1
1	HanXRQChr04	136000000	137000000	0	0	0.01	0.01	P1
1	HanXRQChr04	137000000	138000000	0	0	0.01	0.01	P1
1	HanXRQChr04	138000000	139000000	0	0	0.01	0.01	P1
1	HanXRQChr04	139000000	140000000	0	0	0.01	0.01	P1
1	HanXRQChr04	140000000	141000000	0	0	0.01	0.01	P1
1	HanXRQChr04	141000000	142000000	0.74	0.68	0.79	0.11	P2
1	HanXRQChr04	142000000	143000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr04	143000000	144000000	1	0.98	1	0.02	P2
1	HanXRQChr04	144000000	145000000	0.95	0.91	0.98	0.07	P2
1	HanXRQChr04	145000000	146000000	0.91	0.85	0.95	0.1	P2
1	HanXRQChr04	146000000	147000000	0	0	0.01	0.01	P1
1	HanXRQChr04	147000000	148000000	0.08	0.02	0.15	0.13	P1
1	HanXRQChr04	148000000	149000000	0	0	0.01	0.01	P1
1	HanXRQChr04	149000000	150000000	0	0	0.01	0.01	P1
1	HanXRQChr04	150000000	151000000	0.24	0.2	0.29	0.09	P1
1	HanXRQChr04	151000000	152000000	0.91	0.85	0.96	0.11	P2
1	HanXRQChr04	152000000	153000000	0.95	0.89	0.99	0.1	P2
1	HanXRQChr04	153000000	154000000	0.99	0.97	1	0.03	P2
1	HanXRQChr04	154000000	155000000	1	0.98	1	0.02	P2
1	HanXRQChr04	155000000	156000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	156000000	157000000	0.97	0.93	1	0.07	P2
1	HanXRQChr04	157000000	158000000	0.96	0.92	1	0.08	P2
1	HanXRQChr04	158000000	159000000	1	0.98	1	0.02	P2
1	HanXRQChr04	159000000	160000000	1	0.98	1	0.02	P2
1	HanXRQChr04	160000000	161000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	161000000	162000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr04	162000000	163000000	0.97	0.93	1	0.07	P2
1	HanXRQChr04	163000000	164000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr04	164000000	165000000	1	0.89	1	0.11	P2
1	HanXRQChr04	165000000	166000000	0.96	0.9	1	0.1	P2
1	HanXRQChr04	166000000	167000000	0.42	0.32	0.53	0.21	admixed
1	HanXRQChr04	167000000	168000000	0.84	0.79	0.89	0.1	P2
1	HanXRQChr04	168000000	169000000	1	0.98	1	0.02	P2
1	HanXRQChr04	169000000	170000000	0.67	0.63	0.71	0.08	P2
1	HanXRQChr04	170000000	171000000	0.85	0.82	0.88	0.0600000000000001	P2
1	HanXRQChr04	171000000	172000000	0.02	0	0.06	0.06	P1
1	HanXRQChr04	172000000	173000000	0	0	0.01	0.01	P1
1	HanXRQChr04	173000000	174000000	0.66	0.61	0.71	0.1	P2
1	HanXRQChr04	174000000	175000000	0.98	0.93	1	0.07	P2
1	HanXRQChr04	175000000	176000000	1	0.97	1	0.03	P2
1	HanXRQChr04	176000000	177000000	1	0.98	1	0.02	P2
1	HanXRQChr04	177000000	178000000	0.69	0.64	0.74	0.1	P2
1	HanXRQChr04	178000000	179000000	0.48	0.44	0.53	0.09	admixed
1	HanXRQChr05	0	1000000	0.57	0.5	0.63	0.13	admixed
1	HanXRQChr05	1000000	2000000	0.21	0.15	0.28	0.13	P1
1	HanXRQChr05	2000000	3000000	0.43	0.38	0.49	0.11	P1
1	HanXRQChr05	3000000	4000000	0	0	0.02	0.02	P1
1	HanXRQChr05	4000000	5000000	0.28	0.2	0.38	0.18	P1
1	HanXRQChr05	5000000	6000000	0.28	0.19	0.38	0.19	P1
1	HanXRQChr05	6000000	7000000	0.17	0.11	0.25	0.14	P1
1	HanXRQChr05	7000000	8000000	0	0	0.01	0.01	P1
1	HanXRQChr05	8000000	9000000	1	0.83	1	0.17	P2
1	HanXRQChr05	9000000	10000000	0	0	0.04	0.04	P1
1	HanXRQChr05	10000000	11000000	0	0	0.01	0.01	P1
1	HanXRQChr05	11000000	12000000	0	0	0.03	0.03	P1
1	HanXRQChr05	12000000	13000000	0	0	0.05	0.05	P1
1	HanXRQChr05	13000000	14000000	0	0	0.01	0.01	P1
1	HanXRQChr05	14000000	15000000	0	0	0.02	0.02	P1
1	HanXRQChr05	15000000	16000000	0	0	0.03	0.03	P1
1	HanXRQChr05	16000000	17000000	0.8	0.52	1	0.48	P2
1	HanXRQChr05	17000000	18000000	1	0.97	1	0.03	P2
1	HanXRQChr05	18000000	19000000	1	0.96	1	0.04	P2
1	HanXRQChr05	19000000	20000000	0.9	0.84	0.94	0.1	P2
1	HanXRQChr05	20000000	21000000	0	0	0.01	0.01	P1
1	HanXRQChr05	21000000	22000000	0	0	0.01	0.01	P1
1	HanXRQChr05	23000000	24000000	0	0	0.01	0.01	P1
1	HanXRQChr05	24000000	25000000	0.63	0.52	0.74	0.22	P2
1	HanXRQChr05	25000000	26000000	0	0	0.01	0.01	P1
1	HanXRQChr05	26000000	27000000	0	0	0.03	0.03	P1
1	HanXRQChr05	27000000	28000000	0	0	0.01	0.01	P1
1	HanXRQChr05	28000000	29000000	0.4	0.23	0.59	0.36	admixed
1	HanXRQChr05	29000000	30000000	0.13	0.07	0.2	0.13	P1
1	HanXRQChr05	30000000	31000000	0.33	0.23	0.44	0.21	P1
1	HanXRQChr05	31000000	32000000	0.43	0.37	0.5	0.13	admixed
1	HanXRQChr05	32000000	33000000	0	0	0.02	0.02	P1
1	HanXRQChr05	33000000	34000000	0	0	0.01	0.01	P1
1	HanXRQChr05	34000000	35000000	0	0	0.01	0.01	P1
1	HanXRQChr05	35000000	36000000	0.64	0.56	0.71	0.15	P2
1	HanXRQChr05	36000000	37000000	1	0.98	1	0.02	P2
1	HanXRQChr05	37000000	38000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	38000000	39000000	0.71	0.63	0.79	0.16	P2
1	HanXRQChr05	39000000	40000000	0	0	0.01	0.01	P1
1	HanXRQChr05	40000000	41000000	0	0	0.02	0.02	P1
1	HanXRQChr05	41000000	42000000	0	0	0.02	0.02	P1
1	HanXRQChr05	42000000	43000000	0	0	0.01	0.01	P1
1	HanXRQChr05	43000000	44000000	0.21	0.15	0.29	0.14	P1
1	HanXRQChr05	44000000	45000000	0.99	0.96	1	0.04	P2
1	HanXRQChr05	45000000	46000000	0.32	0.26	0.38	0.12	P1
1	HanXRQChr05	46000000	47000000	0.86	0.81	0.91	0.1	P2
1	HanXRQChr05	47000000	48000000	1	0.86	1	0.14	P2
1	HanXRQChr05	48000000	49000000	1	0.93	1	0.07	P2
1	HanXRQChr05	49000000	50000000	1	0.89	1	0.11	P2
1	HanXRQChr05	50000000	51000000	0.99	0.95	1	0.05	P2
1	HanXRQChr05	51000000	52000000	1	0.97	1	0.03	P2
1	HanXRQChr05	52000000	53000000	1	0.96	1	0.04	P2
1	HanXRQChr05	53000000	54000000	1	0.96	1	0.04	P2
1	HanXRQChr05	54000000	55000000	0.99	0.95	1	0.05	P2
1	HanXRQChr05	55000000	56000000	1	0.97	1	0.03	P2
1	HanXRQChr05	56000000	57000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	57000000	58000000	0.94	0.85	0.99	0.14	P2
1	HanXRQChr05	58000000	59000000	0.99	0.96	1	0.04	P2
1	HanXRQChr05	59000000	60000000	0.72	0.35	1	0.65	NA
1	HanXRQChr05	60000000	61000000	1	0.51	1	0.49	P2
1	HanXRQChr05	61000000	62000000	1	0.96	1	0.04	P2
1	HanXRQChr05	62000000	63000000	0.98	0.93	1	0.07	P2
1	HanXRQChr05	64000000	65000000	1	0.95	1	0.05	P2
1	HanXRQChr05	65000000	66000000	0.96	0.87	1	0.13	P2
1	HanXRQChr05	66000000	67000000	1	0.78	1	0.22	P2
1	HanXRQChr05	67000000	68000000	1	0.98	1	0.02	P2
1	HanXRQChr05	68000000	69000000	0.77	0.49	0.99	0.5	admixed
1	HanXRQChr05	69000000	70000000	0.1	0	1	1	NA
1	HanXRQChr05	70000000	71000000	0.96	0.9	0.99	0.09	P2
1	HanXRQChr05	71000000	72000000	1	0.87	1	0.13	P2
1	HanXRQChr05	72000000	73000000	0.99	0.96	1	0.04	P2
1	HanXRQChr05	74000000	75000000	1	0.98	1	0.02	P2
1	HanXRQChr05	75000000	76000000	0.99	0.95	1	0.05	P2
1	HanXRQChr05	76000000	77000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	77000000	78000000	0.96	0.9	1	0.1	P2
1	HanXRQChr05	78000000	79000000	1	0.58	1	0.42	P2
1	HanXRQChr05	79000000	80000000	0.94	0.86	0.99	0.13	P2
1	HanXRQChr05	80000000	81000000	1	0.97	1	0.03	P2
1	HanXRQChr05	81000000	82000000	1	0.96	1	0.04	P2
1	HanXRQChr05	82000000	83000000	1	0.97	1	0.03	P2
1	HanXRQChr05	83000000	84000000	0.97	0.92	0.99	0.07	P2
1	HanXRQChr05	84000000	85000000	0.99	0.95	1	0.05	P2
1	HanXRQChr05	85000000	86000000	1	0.96	1	0.04	P2
1	HanXRQChr05	87000000	88000000	0.97	0.92	1	0.08	P2
1	HanXRQChr05	88000000	89000000	1	0.92	1	0.08	P2
1	HanXRQChr05	89000000	90000000	1	0.97	1	0.03	P2
1	HanXRQChr05	91000000	92000000	0.93	0.86	0.98	0.12	P2
1	HanXRQChr05	92000000	93000000	0.92	0.82	0.98	0.16	P2
1	HanXRQChr05	93000000	94000000	0.98	0.96	1	0.04	P2
1	HanXRQChr05	94000000	95000000	0.97	0.92	1	0.08	P2
1	HanXRQChr05	95000000	96000000	0.96	0.92	0.99	0.07	P2
1	HanXRQChr05	96000000	97000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	97000000	98000000	0.98	0.95	1	0.05	P2
1	HanXRQChr05	98000000	99000000	1	0.97	1	0.03	P2
1	HanXRQChr05	99000000	100000000	1	0.79	1	0.21	P2
1	HanXRQChr05	100000000	101000000	1	0.97	1	0.03	P2
1	HanXRQChr05	101000000	102000000	1	0.95	1	0.05	P2
1	HanXRQChr05	102000000	103000000	0.98	0.94	0.99	0.05	P2
1	HanXRQChr05	103000000	104000000	1	0.97	1	0.03	P2
1	HanXRQChr05	104000000	105000000	0.98	0.92	1	0.08	P2
1	HanXRQChr05	105000000	106000000	1	0.98	1	0.02	P2
1	HanXRQChr05	106000000	107000000	1	0.96	1	0.04	P2
1	HanXRQChr05	107000000	108000000	1	0.93	1	0.07	P2
