sample	chr	window	ancestry
1	chr8	118	0.8
1	chr8	119	0.2
1	chr8	120	0.7
1	chr8	121	0.6
1	chr8	122	0.8
1	chr8	123	0
1	chr8	124	0.9
1	chr8	125	0.5
1	chr8	126	0.8
1	chr8	127	0.6
1	chr8	127	1
1	chr9	1	0.4
1	chr9	2	1
1	chr9	3	1
1	chr9	4	1
1	chr9	5	0.8
1	chr9	6	1
1	chr9	7	0.8
1	chr9	8	0.7
1	chr9	9	0.2
1	chr9	10	0.8
1	chr9	11	0.5
1	chr9	12	1
1	chr9	13	0.7
1	chr9	14	0.2
1	chr9	15	0.4
1	chr9	16	0.2
1	chr9	17	0
1	chr9	18	0.1
1	chr9	19	0.2
1	chr9	20	0.8
1	chr9	21	0.8
1	chr9	22	0.4
1	chr9	23	0.1
1	chr9	24	0
1	chr9	25	0
1	chr9	26	0.1
1	chr9	27	0
1	chr9	28	0.4
1	chr9	29	0.3
1	chr9	30	0.5
1	chr9	31	0
1	chr9	32	0
1	chr9	33	0.2
1	chr9	34	0
1	chr9	35	0.2
1	chr9	36	0.1
1	chr9	37	0.7
1	chr9	38	0.8
1	chr9	39	0.4
1	chr9	40	0.6
1	chr9	41	0.6
1	chr9	42	0.2
1	chr9	43	0.4
1	chr9	44	0.5
1	chr9	45	0.5
1	chr9	46	1
1	chr9	47	0.8
1	chr9	48	0.6
1	chr9	49	0.7
1	chr9	50	0.2
1	chr9	51	0
1	chr9	52	0.3
1	chr9	53	0.4
1	chr9	54	1
1	chr9	55	1
1	chr9	56	1
1	chr9	57	1
1	chr9	58	0.8
1	chr9	59	0.4
1	chr9	60	0.3
1	chr9	61	0.4
1	chr9	62	0.2
1	chr9	63	0.2
1	chr9	64	0
1	chr9	65	0
1	chr9	66	0.2
1	chr9	67	0.4
1	chr9	68	0.4
1	chr9	69	0.3
1	chr9	70	0.3
1	chr9	71	0.1
1	chr9	72	0.7
1	chr9	73	1
1	chr9	74	0.4
1	chr9	75	0.6
1	chr9	76	0.6
1	chr9	77	0.2
1	chr9	78	0.6
1	chr9	79	0.6
1	chr9	80	0.6
1	chr9	81	0.2
1	chr9	82	0.8
1	chr9	83	0
1	chr9	84	0
1	chr9	85	0
1	chr9	86	0.6
1	chr9	87	0.4
1	chr9	88	0.4
1	chr9	89	0.4
1	chr9	90	0.4
1	chr9	91	0.6
1	chr9	92	0.2
1	chr9	93	0
1	chr9	94	0.2
1	chr9	95	0
1	chr9	96	0.2
1	chr9	97	0.1
1	chr9	98	0.4
1	chr9	99	0.8
1	chr9	100	0.9
1	chr9	101	0.4
1	chr9	102	0.4
1	chr9	103	0
1	chr9	104	0
1	chr9	105	0.5
1	chr9	106	0
1	chr9	107	0
1	chr9	108	0.3
1	chr9	109	0.4
1	chr9	110	0.6
1	chr9	111	1
1	chr9	112	1
1	chr9	113	0
1	chr9	114	0.4
1	chr9	115	0.6
1	chr9	116	0.3
1	chr9	117	0.2
1	chr9	118	0
1	chr9	119	0.6
1	chr9	120	0.6
1	chr9	121	0.9
1	chr9	122	0.6
1	chr9	123	0.8
1	chr9	124	0.2
1	chr9	125	0.7
1	chr9	126	0.7
1	chr9	127	0.8
1	chr9	128	1
1	chr9	129	1
1	chr9	130	1
1	chr9	131	1
1	chr9	132	1
1	chr9	133	1
1	chr9	134	1
1	chr9	135	1
1	chr9	136	1
1	chr9	137	0.9
1	chr9	138	1
1	chr9	139	0.8
1	chr9	140	1
1	chr9	141	1
1	chr9	142	1
1	chr9	143	0.6
1	chr9	144	0
1	chr9	145	0.6
1	chr9	146	0.8
1	chr9	147	0.6
1	chr9	148	0.2
1	chr9	149	1
1	chr9	150	0.4
1	chr9	151	0
1	chr9	152	0.7
1	chr9	153	1
1	chr9	154	1
1	chr9	155	1
1	chr9	156	0.5
1	chr9	157	0.8
1	chr9	158	0
1	chr9	159	0.3
1	chr9	160	0
1	chr9	161	0.7
1	chr9	162	0.7
1	chr9	163	1
1	chr9	164	0.3
1	chr9	165	0.2
1	chr9	166	0.3
1	chr9	167	1
1	chr9	168	1
1	chr9	169	0.7
1	chr9	170	0.9
1	chr9	171	0.8
1	chr9	172	0.7
1	chr9	173	0.3
1	chr9	174	0.3
1	chr9	175	0.2
1	chr9	176	0.2
1	chr9	177	0.4
1	chr9	178	0.4
1	chr9	179	0
1	chr9	180	0
1	chr9	181	0.6
1	chr9	182	0.4
1	chr9	183	0.4
1	chr9	184	0.8
1	chr9	185	0.8
1	chr9	186	0.8
1	chr9	187	0.6
1	chr9	188	0.6
1	chr9	189	0.6
1	chr9	190	0.1
1	chr9	191	0.8
1	chr9	192	1
1	chr9	193	0.7
1	chr9	193	0
1	chr10	1	0.2
1	chr10	2	0
1	chr10	3	0.3
1	chr10	4	1
1	chr10	5	1
1	chr10	6	0.3
1	chr10	7	0
1	chr10	8	0.8
1	chr10	9	0.6
1	chr10	10	0.6
1	chr10	11	0.9
1	chr10	12	1
1	chr10	13	0.7
1	chr10	14	1
1	chr10	15	0.8
1	chr10	16	0.8
1	chr10	17	0.4
1	chr10	18	0.6
1	chr10	19	0
1	chr10	20	0
1	chr10	21	0.4
1	chr10	22	1
1	chr10	23	0.5
1	chr10	24	0
1	chr10	25	0.6
1	chr10	26	1
1	chr10	27	0.2
1	chr10	28	0.8
1	chr10	29	0.5
1	chr10	30	0.6
1	chr10	31	0.1
1	chr10	32	0.2
1	chr10	33	0.9
1	chr10	34	0.2
1	chr10	35	0.8
1	chr10	36	0.7
1	chr10	37	0.6
1	chr10	38	0.2
1	chr10	39	0.8
1	chr10	40	0.2
1	chr10	41	0.8
1	chr10	42	0.8
1	chr10	43	0.9
1	chr10	44	0.1
1	chr10	45	0
1	chr10	46	0
1	chr10	47	0
1	chr10	48	0.4
1	chr10	49	1
1	chr10	50	0.5
1	chr10	51	0
1	chr10	52	0.4
1	chr10	53	0.4
1	chr10	54	0.2
1	chr10	55	0.9
1	chr10	56	0.9
1	chr10	57	1
1	chr10	58	0.4
1	chr10	59	0.2
1	chr10	60	0.4
1	chr10	61	0.2
1	chr10	62	0
1	chr10	63	0.2
1	chr10	64	0.2
1	chr10	65	0.4
1	chr10	66	1
1	chr10	67	0.4
1	chr10	68	0.1
1	chr10	69	0.1
1	chr10	70	0.8
1	chr10	71	0.9
1	chr10	72	1
1	chr10	73	1
1	chr10	74	0.2
1	chr10	75	0.4
1	chr10	76	0.7
1	chr10	77	1
1	chr10	78	0.4
1	chr10	79	0.8
1	chr10	80	1
1	chr10	81	1
1	chr10	82	1
1	chr10	83	0.7
1	chr10	84	0.4
1	chr10	85	0
1	chr10	86	0.6
1	chr10	87	1
1	chr10	88	0
1	chr10	89	0.4
1	chr10	90	0.2
1	chr10	91	0
1	chr10	92	0.7
1	chr10	93	0.9
1	chr10	94	0.2
1	chr10	95	0.5
1	chr10	96	1
1	chr10	97	0.8
1	chr10	98	1
1	chr10	99	0.8
1	chr10	100	0.2
1	chr10	101	0.4
1	chr10	102	0.6
1	chr10	103	0.7
1	chr10	104	1
1	chr10	105	1
1	chr10	106	0.5
1	chr10	107	1
1	chr10	108	1
1	chr10	109	0.6
1	chr10	110	0.9
1	chr10	111	0.5
1	chr10	112	0.5
1	chr10	113	0.4
1	chr10	114	0.2
1	chr10	115	0.6
1	chr10	116	1
1	chr10	117	0.9
1	chr10	118	0
1	chr10	119	0.7
1	chr10	120	0.7
1	chr10	121	1
1	chr10	122	1
1	chr10	123	1
1	chr10	124	1
1	chr10	125	1
1	chr10	126	1
1	chr10	127	1
1	chr10	128	1
1	chr10	129	0.8
1	chr10	130	0.8
1	chr10	131	1
1	chr10	132	1
1	chr10	133	0.8
1	chr10	134	0.8
1	chr10	135	1
1	chr10	136	1
1	chr10	137	1
1	chr10	138	0.9
1	chr10	139	1
1	chr10	140	1
1	chr10	141	1
1	chr10	142	0.4
1	chr10	143	0.4
1	chr10	144	0.8
1	chr10	145	1
1	chr10	146	0.8
1	chr10	147	0.6
1	chr10	148	0.8
1	chr10	149	0.4
1	chr10	150	0.7
1	chr10	151	0.2
1	chr10	152	0.7
1	chr10	153	0.7
1	chr10	154	0.7
1	chr10	155	0.7
1	chr10	156	0.8
1	chr10	157	1
1	chr10	158	0.7
1	chr10	159	1
1	chr10	160	0.5
1	chr10	161	0.4
1	chr10	162	1
1	chr10	163	0.6
1	chr10	164	0.7
1	chr10	165	0.2
1	chr10	166	0.2
1	chr10	167	0.2
1	chr10	168	0.6
1	chr10	169	0.6
1	chr10	170	0.2
1	chr10	171	0.4
1	chr10	172	0
1	chr10	173	0.4
1	chr10	174	0.3
1	chr10	175	0
1	chr10	176	0.6
1	chr10	177	0.7
1	chr10	178	0.4
1	chr10	179	0.8
1	chr10	180	0.6
1	chr10	181	0.4
1	chr10	182	1
1	chr10	183	0
1	chr10	183	0.8
1	chr11	1	0.6
1	chr11	2	0.8
1	chr11	3	0.4
1	chr11	4	0.8
1	chr11	5	0.4
1	chr11	6	0.8
1	chr11	7	0.9
1	chr11	8	1
1	chr11	9	0.6
1	chr11	10	0.2
1	chr11	11	0
1	chr11	12	0.4
1	chr11	13	0.8
1	chr11	14	0.6
1	chr11	15	1
1	chr11	16	0.7
1	chr11	17	1
1	chr11	18	0.8
1	chr11	19	0.2
1	chr11	20	0
1	chr11	21	0.6
1	chr11	22	0.6
1	chr11	23	0.5
1	chr11	24	0.3
1	chr11	25	0.7
1	chr11	26	0.6
1	chr11	27	1
1	chr11	28	1
1	chr11	29	0.2
1	chr11	30	0
1	chr11	31	1
1	chr11	32	1
1	chr11	33	0.6
1	chr11	34	0.3
1	chr11	35	0.7
1	chr11	36	0
1	chr11	37	0.4
1	chr11	38	0
1	chr11	39	0.4
1	chr11	40	0
1	chr11	41	0.4
1	chr11	42	0.4
1	chr11	43	0.1
1	chr11	44	0.3
1	chr11	45	0.1
1	chr11	46	0
1	chr11	47	0
1	chr11	48	0
1	chr11	49	0.1
1	chr11	50	0
1	chr11	51	0.8
1	chr11	52	0
1	chr11	53	0.1
1	chr11	54	0.1
1	chr11	55	0
1	chr11	56	0
1	chr11	57	0
1	chr11	58	0
1	chr11	59	0.2
1	chr11	60	0.5
1	chr11	61	0.9
1	chr11	62	0
1	chr11	63	0.1
1	chr11	64	0
1	chr11	65	0.1
1	chr11	66	0
1	chr11	67	0.4
1	chr11	68	0.4
1	chr11	69	0
1	chr11	70	0
1	chr11	71	0.4
1	chr11	72	1
1	chr11	73	0.7
1	chr11	74	0.6
1	chr11	75	0.6
1	chr11	76	0.8
1	chr11	77	0.4
1	chr11	78	0
1	chr11	79	0.2
1	chr11	80	0
1	chr11	81	0
1	chr11	82	0.2
1	chr11	83	0
1	chr11	84	0.1
1	chr11	85	0
1	chr11	86	0.2
1	chr11	87	0
1	chr11	88	0.2
1	chr11	89	0.3
1	chr11	90	1
1	chr11	91	0.8
1	chr11	92	0.4
1	chr11	93	0.6
1	chr11	94	0.6
1	chr11	95	1
1	chr11	96	1
1	chr11	97	0.8
1	chr11	98	1
1	chr11	99	1
1	chr11	100	0.8
1	chr11	101	0.4
1	chr11	102	1
1	chr11	103	0.4
1	chr11	104	0.8
1	chr11	105	1
1	chr11	106	1
1	chr11	107	0
1	chr11	108	0
1	chr11	109	0
1	chr11	110	0.3
1	chr11	111	1
1	chr11	112	1
1	chr11	113	1
1	chr11	114	1
1	chr11	115	1
1	chr11	116	1
1	chr11	117	1
1	chr11	118	1
1	chr11	119	0.8
1	chr11	120	0.6
1	chr11	121	1
1	chr11	122	1
1	chr11	123	0.4
1	chr11	124	1
1	chr11	125	0.2
1	chr11	126	0.7
1	chr11	127	0.7
1	chr11	128	0.8
1	chr11	129	1
1	chr11	130	0.8
1	chr11	131	0.9
1	chr11	132	0.6
1	chr11	133	0.3
1	chr11	134	0.5
1	chr11	135	0.4
1	chr11	136	0.8
1	chr11	137	0.5
1	chr11	138	0.8
1	chr11	139	1
1	chr11	140	1
1	chr11	141	1
1	chr11	142	1
1	chr11	143	0.6
1	chr11	144	0.5
1	chr11	145	1
1	chr11	146	1
1	chr11	147	1
1	chr11	148	0.6
1	chr11	149	1
1	chr11	150	0.8
1	chr11	151	0.6
1	chr11	152	0.9
1	chr11	153	0.9
1	chr11	154	0.8
1	chr11	155	1
1	chr11	156	0.4
1	chr11	157	0.4
1	chr11	158	0.7
1	chr11	159	0.7
1	chr11	160	0.8
1	chr11	161	1
1	chr11	162	0.9
1	chr11	163	0.8
1	chr11	164	1
1	chr11	165	0.7
1	chr11	166	0.5
1	chr11	167	0.4
1	chr11	168	0.2
1	chr11	169	0.5
1	chr11	170	0.2
1	chr11	171	1
1	chr11	171	1
1	chr12	1	1
1	chr12	2	1
1	chr12	3	1
1	chr12	4	1
1	chr12	5	0.9
1	chr12	6	0.9
1	chr12	7	0.6
1	chr12	8	0.8
1	chr12	9	0.8
1	chr12	10	0
1	chr12	11	0.8
1	chr12	12	0.6
1	chr12	13	0.3
1	chr12	14	0.2
1	chr12	15	0.6
1	chr12	16	0.1
1	chr12	17	0.2
1	chr12	18	0.6
1	chr12	19	1
1	chr12	20	1
1	chr12	21	1
1	chr12	22	0
1	chr12	23	0
1	chr12	24	0.3
1	chr12	25	0
1	chr12	26	0
1	chr12	27	0.6
1	chr12	28	0
1	chr12	29	0.6
1	chr12	30	0.6
1	chr12	31	0.6
1	chr12	32	0.4
1	chr12	33	0.6
1	chr12	34	0.8
1	chr12	35	0.9
1	chr12	36	0.3
1	chr12	37	0.6
1	chr12	38	0.4
1	chr12	39	0.2
1	chr12	40	0.2
1	chr12	41	0.9
1	chr12	42	0.2
1	chr12	43	0.2
1	chr12	44	0.6
1	chr12	45	0.1
1	chr12	46	0
1	chr12	47	0
1	chr12	48	0
1	chr12	49	0
1	chr12	50	0.2
1	chr12	51	0.6
1	chr12	52	0.8
1	chr12	53	0.1
1	chr12	54	0.2
1	chr12	55	0.4
1	chr12	56	0
1	chr12	57	0.2
1	chr12	58	0.2
1	chr12	59	0.4
1	chr12	60	0.5
1	chr12	61	0.7
1	chr12	62	0.1
1	chr12	63	0.3
1	chr12	64	0
1	chr12	65	0
1	chr12	66	0
1	chr12	67	0.1
1	chr12	68	0.4
1	chr12	69	0.2
1	chr12	70	0.6
1	chr12	71	0.8
1	chr12	72	0.9
1	chr12	73	0.2
1	chr12	74	0
1	chr12	75	0.4
1	chr12	76	0.9
1	chr12	77	1
1	chr12	78	0.8
1	chr12	79	0.5
1	chr12	80	1
1	chr12	81	0.8
1	chr12	82	0.6
1	chr12	83	0.4
1	chr12	84	1
1	chr12	85	0.6
1	chr12	86	0.8
1	chr12	87	1
1	chr12	88	0.8
1	chr12	89	0.6
1	chr12	90	0.6
1	chr12	91	0.2
1	chr12	92	0.6
1	chr12	93	0.4
1	chr12	94	0.2
1	chr12	95	0.4
1	chr12	96	1
1	chr12	97	1
1	chr12	98	1
1	chr12	99	0.9
1	chr12	100	0.9
1	chr12	101	0.8
1	chr12	102	0.4
1	chr12	103	0.6
1	chr12	104	0.4
1	chr12	105	0.8
1	chr12	106	0.6
1	chr12	107	1
1	chr12	108	1
1	chr12	109	0.8
1	chr12	110	0.3
1	chr12	111	0.6
1	chr12	112	0.6
1	chr12	113	0.2
1	chr12	114	0
1	chr12	115	0.2
1	chr12	116	0.6
1	chr12	117	0.3
1	chr12	118	0.8
1	chr12	119	0.4
1	chr12	120	0
1	chr12	121	0.4
1	chr12	122	0
1	chr12	123	0.4
1	chr12	124	0.6
1	chr12	125	0.5
1	chr12	126	0.8
1	chr12	127	0.8
1	chr12	128	0.8
1	chr12	129	0.9
1	chr12	130	0.8
1	chr12	131	0.4
1	chr12	132	0.4
1	chr12	133	0
1	chr12	134	0
1	chr12	135	0.2
1	chr12	136	1
1	chr12	137	1
1	chr12	138	0.9
1	chr12	139	0.6
1	chr12	140	0.4
1	chr12	141	0.5
1	chr12	142	0.2
1	chr12	143	0.4
1	chr12	143	1
1	chr13	1	0.3
1	chr13	2	0.6
1	chr13	3	0.2
1	chr13	4	0.5
1	chr13	5	0.7
1	chr13	6	0.3
1	chr13	7	0.6
1	chr13	8	0.7
1	chr13	9	1
1	chr13	10	0.2
1	chr13	11	0.4
1	chr13	12	0.2
1	chr13	13	0.4
1	chr13	14	0.2
1	chr13	15	0.3
1	chr13	16	0
1	chr13	17	0.2
1	chr13	18	0
1	chr13	19	0.2
1	chr13	20	0.8
1	chr13	21	0
1	chr13	22	0.2
1	chr13	23	0
1	chr13	24	0
1	chr13	25	0
1	chr13	26	0.2
1	chr13	27	0.8
1	chr13	28	1
1	chr13	29	0.6
1	chr13	30	0.7
1	chr13	31	0
1	chr13	32	0.4
1	chr13	33	0
1	chr13	34	0
1	chr13	35	0.2
1	chr13	36	0
1	chr13	37	1
1	chr13	38	0.3
1	chr13	39	0.9
1	chr13	40	0
1	chr13	41	0
1	chr13	42	0.2
1	chr13	43	0.4
1	chr13	44	0.4
1	chr13	45	0
1	chr13	46	0
1	chr13	47	0.2
1	chr13	48	0.4
1	chr13	49	0
1	chr13	50	0
1	chr13	51	0.1
1	chr13	52	0.1
1	chr13	53	0.5
1	chr13	54	0.8
1	chr13	55	0.8
1	chr13	56	0.8
1	chr13	57	0.4
1	chr13	58	0.2
1	chr13	59	0
1	chr13	60	0.2
1	chr13	61	0.6
1	chr13	62	0.7
1	chr13	63	1
1	chr13	64	1
1	chr13	65	0.6
1	chr13	66	0
1	chr13	67	1
1	chr13	68	1
1	chr13	69	0.8
1	chr13	70	0.6
1	chr13	71	0.2
1	chr13	72	0.6
1	chr13	73	0.6
1	chr13	74	0.6
1	chr13	75	0.2
1	chr13	76	0.9
1	chr13	77	1
1	chr13	78	1
1	chr13	79	1
1	chr13	80	1
1	chr13	81	0.9
1	chr13	82	1
1	chr13	83	1
1	chr13	84	0.6
1	chr13	85	1
1	chr13	86	0.8
1	chr13	87	0
1	chr13	88	0.6
1	chr13	89	1
1	chr13	90	1
1	chr13	91	0.8
1	chr13	92	1
1	chr13	93	1
1	chr13	94	1
1	chr13	95	1
1	chr13	96	1
1	chr13	97	1
1	chr13	98	0.6
1	chr13	99	0.6
1	chr13	100	0.8
1	chr13	101	0.8
1	chr13	102	0.8
1	chr13	103	0.4
1	chr13	104	0.2
1	chr13	105	1
1	chr13	106	1
1	chr13	107	0.6
1	chr13	108	0.2
1	chr13	109	0.6
1	chr13	110	1
1	chr13	111	0.3
1	chr13	112	0.6
1	chr13	113	0.4
1	chr13	114	0
1	chr13	115	0
1	chr13	116	0.2
1	chr13	117	0
1	chr13	118	0.8
1	chr13	119	0.5
1	chr13	120	0.2
1	chr13	121	0.1
1	chr13	122	0.3
1	chr13	123	0.6
1	chr13	124	0.4
1	chr13	125	0.6
1	chr13	126	0.4
1	chr13	127	0.6
1	chr13	128	0.6
1	chr13	129	1
1	chr13	130	0.4
1	chr13	131	0.6
1	chr13	132	0
1	chr13	133	0.4
1	chr13	134	0.6
1	chr13	135	1
1	chr13	136	0.6
1	chr13	137	0.6
1	chr13	138	0.2
1	chr13	139	0.2
1	chr13	139	0
1	chr14	1	0.2
1	chr14	2	0.8
1	chr14	3	0.6
1	chr14	4	0.8
1	chr14	5	1
1	chr14	6	0.4
1	chr14	7	0.6
1	chr14	8	0.6
1	chr14	9	0.6
1	chr14	10	0.6
1	chr14	11	0
1	chr14	12	0
1	chr14	13	0
1	chr14	14	0.6
1	chr14	15	0
1	chr14	16	0
1	chr14	17	0
1	chr14	18	0.3
1	chr14	19	0.2
1	chr14	20	0.4
1	chr14	21	0.2
1	chr14	22	0
1	chr14	23	0
1	chr14	24	0
1	chr14	25	0
1	chr14	26	0.8
1	chr14	27	0.5
1	chr14	28	0.8
1	chr14	29	0.2
1	chr14	30	0.4
1	chr14	31	0.9
1	chr14	32	0.2
1	chr14	33	1
1	chr14	34	0.6
1	chr14	35	0.5
1	chr14	36	0.2
1	chr14	37	0
1	chr14	38	0
1	chr14	39	1
1	chr14	40	0.6
1	chr14	41	0.5
1	chr14	42	0.6
1	chr14	43	0.4
1	chr14	44	1
1	chr14	45	0.2
1	chr14	46	0.4
1	chr14	47	0.4
1	chr14	48	0.4
1	chr14	49	0.1
1	chr14	50	0
1	chr14	51	0
1	chr14	52	0
1	chr14	53	0
1	chr14	54	0
1	chr14	55	0
1	chr14	56	0
1	chr14	57	0
1	chr14	58	0
1	chr14	59	0.6
1	chr14	60	0.3
1	chr14	61	0.4
1	chr14	62	0.6
1	chr14	63	0.8
1	chr14	64	0.4
1	chr14	65	0.2
1	chr14	66	0
1	chr14	67	0
1	chr14	68	0.1
1	chr14	69	0.6
1	chr14	70	0.2
1	chr14	71	0
1	chr14	72	0
1	chr14	73	0.6
1	chr14	74	0.6
1	chr14	75	0.8
1	chr14	76	1
1	chr14	77	0.6
1	chr14	78	0.2
1	chr14	79	0.2
1	chr14	80	1
1	chr14	81	0.2
1	chr14	82	0.2
1	chr14	83	0.3
1	chr14	84	0.5
1	chr14	85	0
1	chr14	86	0
1	chr14	87	0.5
1	chr14	88	0
1	chr14	89	0
1	chr14	90	0.4
1	chr14	91	0.4
1	chr14	92	0.8
1	chr14	93	0.7
1	chr14	94	0.5
1	chr14	95	0.4
1	chr14	96	0.4
1	chr14	97	0.2
1	chr14	98	0.3
1	chr14	99	1
1	chr14	100	1
1	chr14	101	1
1	chr14	102	0.8
1	chr14	103	0.2
1	chr14	104	1
1	chr14	105	0.9
1	chr14	106	1
1	chr14	107	1
1	chr14	108	1
1	chr14	109	1
1	chr14	110	1
1	chr14	111	1
1	chr14	112	1
1	chr14	113	0.8
1	chr14	114	1
1	chr14	115	0.9
1	chr14	116	0.8
1	chr14	117	1
1	chr14	118	0.8
1	chr14	119	0.6
1	chr14	120	1
1	chr14	121	0.4
1	chr14	122	0.1
1	chr14	123	0.3
1	chr14	124	0
1	chr14	125	0.4
1	chr14	126	1
1	chr14	127	0.4
1	chr14	128	0.9
1	chr14	129	1
1	chr14	130	0.9
1	chr14	131	0.2
1	chr14	132	0.2
1	chr14	133	0.3
1	chr14	134	0.3
1	chr14	135	0.5
1	chr14	136	0.2
1	chr14	137	0.7
1	chr14	138	1
1	chr14	139	1
1	chr14	140	0.4
1	chr14	141	0.2
1	chr14	142	0.4
1	chr14	143	0.8
1	chr14	144	0.2
1	chr14	145	0.6
1	chr14	146	1
1	chr14	147	0.7
1	chr14	148	0.6
1	chr14	149	0.3
1	chr14	150	0
1	chr14	151	0.2
1	chr14	152	0
1	chr14	153	0.4
1	chr14	154	0.5
1	chr14	155	0.3
1	chr14	156	0.6
1	chr14	157	0.5
1	chr14	158	0.4
1	chr14	159	1
1	chr14	160	0.6
1	chr14	160	0.5
1	chr15	1	0.2
1	chr15	2	0.5
1	chr15	3	1
1	chr15	4	0.4
1	chr15	5	0.6
1	chr15	6	0.8
1	chr15	7	0.2
1	chr15	8	0.5
1	chr15	9	0.7
1	chr15	10	0.2
1	chr15	11	0.2
1	chr15	12	0.4
1	chr15	13	0.2
1	chr15	14	0.7
1	chr15	15	1
1	chr15	16	1
1	chr15	17	1
1	chr15	18	0.6
1	chr15	19	0.6
1	chr15	20	0.3
1	chr15	21	1
1	chr15	22	1
1	chr15	23	0.2
1	chr15	24	0.6
1	chr15	25	0.2
1	chr15	26	0.5
1	chr15	27	0
1	chr15	28	0.3
1	chr15	29	1
1	chr15	30	1
1	chr15	31	0.4
1	chr15	32	0.2
1	chr15	33	0.4
1	chr15	34	0
1	chr15	35	0
1	chr15	36	0.2
1	chr15	37	0.4
1	chr15	38	0
1	chr15	39	0.6
1	chr15	40	0.4
1	chr15	41	0.2
1	chr15	42	0.4
1	chr15	43	0
1	chr15	44	0.2
1	chr15	45	0.2
1	chr15	46	0
1	chr15	47	0.2
1	chr15	48	0.4
1	chr15	49	0
1	chr15	50	0.4
1	chr15	51	0.7
1	chr15	52	0.2
1	chr15	53	0.4
1	chr15	54	0
1	chr15	55	0
1	chr15	56	0
1	chr15	57	0
1	chr15	58	0.2
1	chr15	59	0.3
1	chr15	60	0.2
1	chr15	61	0
1	chr15	62	0.2
1	chr15	63	0.2
1	chr15	64	0.2
1	chr15	65	0
1	chr15	66	0
1	chr15	67	0
1	chr15	68	0.2
1	chr15	69	0
1	chr15	70	0
1	chr15	71	0.1
1	chr15	72	0
1	chr15	73	0.8
1	chr15	74	0.6
1	chr15	75	0
1	chr15	76	0
1	chr15	77	0.4
1	chr15	78	0.8
1	chr15	79	0.2
1	chr15	80	0.6
1	chr15	81	0.8
1	chr15	82	0.8
1	chr15	83	0.8
1	chr15	84	0.8
1	chr15	85	0.6
1	chr15	86	0.2
1	chr15	87	0.9
1	chr15	88	1
1	chr15	89	0.8
1	chr15	90	1
1	chr15	91	0.6
1	chr15	92	1
1	chr15	93	0.9
1	chr15	94	1
1	chr15	95	0.9
1	chr15	96	0.8
1	chr15	97	1
1	chr15	98	0.8
1	chr15	99	0.5
1	chr15	100	0.4
1	chr15	101	0.8
1	chr15	102	1
1	chr15	103	1
1	chr15	104	1
1	chr15	105	1
1	chr15	106	1
1	chr15	107	1
1	chr15	108	1
1	chr15	109	1
1	chr15	110	0.9
1	chr15	111	0.6
1	chr15	112	1
1	chr15	113	1
1	chr15	114	1
1	chr15	115	1
1	chr15	116	1
1	chr15	117	0.8
1	chr15	118	0.5
1	chr15	119	0.8
1	chr15	120	1
1	chr15	121	0.6
1	chr15	122	1
1	chr15	123	0.4
1	chr15	124	0.8
1	chr15	125	0.9
1	chr15	126	0.9
1	chr15	127	0.9
1	chr15	128	1
1	chr15	129	0.6
1	chr15	130	0
1	chr15	131	0.9
1	chr15	132	0.1
1	chr15	133	0.1
1	chr15	134	0.8
1	chr15	135	1
1	chr15	136	1
1	chr15	137	1
1	chr15	138	1
1	chr15	139	1
1	chr15	140	1
1	chr15	141	0.5
1	chr15	142	0.3
1	chr15	143	0.6
1	chr15	144	0.4
1	chr15	145	0.8
1	chr15	146	1
1	chr15	147	0.8
1	chr15	148	0.8
1	chr15	149	0.4
1	chr15	150	0.6
1	chr15	151	0.8
1	chr15	152	0.8
1	chr15	153	0.2
1	chr15	154	0.7
1	chr15	155	1
1	chr15	156	1
1	chr15	157	0.7
1	chr15	158	0.3
1	chr15	159	0
1	chr15	160	0.6
1	chr15	160	0.5
1	chr16	1	0.6
1	chr16	2	0.7
1	chr16	3	0.1
1	chr16	4	0
1	chr16	5	0
1	chr16	6	0
1	chr16	7	0.4
1	chr16	8	0
1	chr16	9	0.8
1	chr16	10	1
1	chr16	11	0.9
1	chr16	12	0.6
1	chr16	13	0
1	chr16	14	0.5
1	chr16	15	0.9
1	chr16	16	0.9
1	chr16	17	1
1	chr16	18	0.6
1	chr16	19	0.6
1	chr16	20	0.4
1	chr16	21	0
1	chr16	22	0
1	chr16	23	0.1
1	chr16	24	0.2
1	chr16	25	0.1
1	chr16	26	1
1	chr16	27	0.4
1	chr16	28	0.5
1	chr16	29	0.4
1	chr16	30	0.6
1	chr16	31	0.6
1	chr16	32	0.2
1	chr16	33	0.2
1	chr16	34	0.1
1	chr16	35	0
1	chr16	36	0.4
1	chr16	37	0.8
1	chr16	38	0.1
1	chr16	39	0.6
1	chr16	40	0.4
1	chr16	41	1
1	chr16	42	0.8
1	chr16	43	0
1	chr16	44	0.2
1	chr16	45	0.2
1	chr16	46	0.5
1	chr16	47	1
1	chr16	48	0.1
1	chr16	49	0.2
1	chr16	50	0.8
1	chr16	51	0.5
1	chr16	52	0
1	chr16	53	0.4
1	chr16	54	1
1	chr16	55	1
1	chr16	56	0.5
1	chr16	57	0.3
1	chr16	58	0.2
1	chr16	59	0
1	chr16	60	0
1	chr16	61	0
1	chr16	62	0.2
1	chr16	63	0.6
1	chr16	64	0
1	chr16	65	0
1	chr16	66	0
1	chr16	67	0.1
1	chr16	68	0
1	chr16	69	0
1	chr16	70	0
